Rv#,Product,Gene ,Sub-classification,MT,MT#,#TA,TotalTA/Group
2932,phenolpthiocerol synthesis (pksC),ppsB,SMM: Polyketide and non-ribosomal peptide synthesis,MT3002,3002,71
2933,phenolpthiocerol synthesis (pksD),ppsC,SMM: Polyketide and non-ribosomal peptide synthesis,MT3003,3003,84,
2934,phenolpthiocerol synthesis (pksE),ppsD,SMM: Polyketide and non-ribosomal peptide synthesis,MT3004,3004,67,
2935,phenolpthiocerol synthesis (pksF),ppsE,SMM: Polyketide and non-ribosomal peptide synthesis,MT3005,3005,68,
2939,PKS-associated protein; unknown function,papA5,SMM: Polyketide and non-ribosomal peptide synthesis,MT3009,3009,29,
2940,mycocerosic acid synthase,mas,SMM: Polyketide and non-ribosomal peptide synthesis,MT3010,3010,81,
2946,polyketide synthase,pks1,SMM: Polyketide and non-ribosomal peptide synthesis,MT3018,3018,50,
2947,polyketide synthase,pks15,SMM: Polyketide and non-ribosomal peptide synthesis,MT3021,3021,48,
3800,polyketide synthase,pks13,SMM: Polyketide and non-ribosomal peptide synthesis,MT3907,3907,58,
3820,PKS-associated protein; unknown function,papA2,SMM: Polyketide and non-ribosomal peptide synthesis,MT3928,3928,44,
3824,PKS-associated protein; unknown function,papA1,SMM: Polyketide and non-ribosomal peptide synthesis,MT3932,3932,47,
3825,polyketide synthase,pks2,SMM: Polyketide and non-ribosomal peptide synthesis,MT3933,3933,117,2205
357,adenylosuccinate synthase,purA,SMM: Purine ribonucleotide biosynthesis,MT0373,373,24,
389,phosphoribosylglycinamide formyltransferase II,purT,SMM: Purine ribonucleotide biosynthesis,MT0401,401,9,
772,phosphoribosylamine-glycine ligase,purD,SMM: Purine ribonucleotide biosynthesis,MT0796,796,24,
777,adenylosuccinate lyase,purB,SMM: Purine ribonucleotide biosynthesis,MT0801,801,18,
780,phosphoribosylaminoimidazole-succinocarboxamide,purC,SMM: Purine ribonucleotide biosynthesis,MT0804,804,26,
788,phosphoribosylformylglycinamidine synthase I,purQ,SMM: Purine ribonucleotide biosynthesis,MT0813,813,12,
803,phosphoribosylformylglycinamidine synthase II,purL,SMM: Purine ribonucleotide biosynthesis,MT0823,823,35,
808,amidophosphoribosyltransferase,purF,SMM: Purine ribonucleotide biosynthesis,MT0829,829,27,
809,5'-phosphoribosyl-5-aminoimidazole synthase,purM,SMM: Purine ribonucleotide biosynthesis,MT0830,830,14,
956,phosphoribosylglycinamide formyltransferase I,purN,SMM: Purine ribonucleotide biosynthesis,MT0983,983,15,
957,phosphoribosylaminoimidazole carboxamide,purH,SMM: Purine ribonucleotide biosynthesis,MT0984,984,24,
1017,ribose-phosphate pyrophosphokinase,prsA,SMM: Purine ribonucleotide biosynthesis,MT1045,1045,12,
1389,putative luanylate kinase,gmk,SMM: Purine ribonucleotide biosynthesis,MT1433,1433,0,
1843,inosine-5'-monophosphate dehydrogenase,guaB1,SMM: Purine ribonucleotide biosynthesis,MT1891,1891,23,
2964,formyltetrahydrofolate deformylase,purU,SMM: Purine ribonucleotide biosynthesis,MT3041,3041,17,
3275,phosphoribosylaminoimidazole carboxylase,purE,SMM: Purine ribonucleotide biosynthesis,MT3375,3375,6,
3276,phosphoribosylaminoimidazole carboxylase ATPase,purK,SMM: Purine ribonucleotide biosynthesis,MT3376,3376,10,
3396,GMP synthase,guaA,SMM: Purine ribonucleotide biosynthesis,MT3504,3504,16,
3410,inosine-5'-monophosphate dehydrogenase,guaB3,SMM: Purine ribonucleotide biosynthesis,MT3518,3518,14,
3411,inosine-5'-monophosphate dehydrogenase,guaB2,SMM: Purine ribonucleotide biosynthesis,MT3519,3519,15,341
382,probable uridine 5'-monophosphate synthase,umpA,SMM: Pyrimidine ribonucleotide biosynthesis,MT0395,395,12,
1380,aspartate carbamoyltransferase,pyrB,SMM: Pyrimidine ribonucleotide biosynthesis,MT1424,1424,13,
1381,dihydroorotase,pyrC,SMM: Pyrimidine ribonucleotide biosynthesis,MT1425,1425,11,
1383,carbamoyl-phosphate synthase subunit,carA,SMM: Pyrimidine ribonucleotide biosynthesis,MT1427,1427,11,
1384,carbamoyl-phosphate synthase subunit,carB,SMM: Pyrimidine ribonucleotide biosynthesis,MT1428,1428,46,
1385,orotidine 5'-phosphate carboxylase,pyrF,SMM: Pyrimidine ribonucleotide biosynthesis,MT1429,1429,6,
1699,CTP synthase,pyrG,SMM: Pyrimidine ribonucleotide biosynthesis,MT1738,1738,37,
2139,dihydroorotate dehydrogenase,pyrD,SMM: Pyrimidine ribonucleotide biosynthesis,MT2197,2197,13,
2883,uridylate kinase,pyrH,SMM: Pyrimidine ribonucleotide biosynthesis,MT2951,2951,10,159
23,putative transcriptional regulator,,SMM: Repressors/activators,MT0026,26,12,
43,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT0049,49,10,
67,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0073,73,12,
78,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0084,84,8,
81,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT0088,88,5,
117,transcriptional regulator (LysR family),oxyS,SMM: Repressors/activators,MT0125.1,125.1,17,
135,putative transcriptional regulator,,SMM: Repressors/activators,MT0143,143,11,
144,putative transcriptional regulator,,SMM: Repressors/activators,MT0152,152,14,
158,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0167,167,16
165,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT0174,174,6
195,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators,MT0205,205,7
196,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0206,206,7
212,similar to E. coli NadR,nadR,SMM: Repressors/activators,MT0222,222,6
232,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0242,242,9
238,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0252,252,13
273,putative transcriptional regulator,,SMM: Repressors/activators,MT0286,286,17
302,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0315,315,8
324,putative transcriptional regulator,,SMM: Repressors/activators,MT0339,339,12
328,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0343,343,11
348,putative transcriptional regulator,,SMM: Repressors/activators,MT0363,363,18
377,transcriptional regulator (LysR family),,SMM: Repressors/activators,MT0391,391,9
386,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators,MT0399,399,44
452,putative transcriptional regulator,,SMM: Repressors/activators,MT0468,468,14
465,transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators,MT0481,481,28
472,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0489,489,13
474,transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators,MT0491,491,7
485,transcriptional regulator (ROK family),,SMM: Repressors/activators,MT0503,503,23
494,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT0514,514,7
552,putative transcriptional regulator,,SMM: Repressors/activators,MT0578,578,23
576,putative transcriptional regulator,,SMM: Repressors/activators,MT0605,605,19
586,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT0615,614,8
650,transcriptional regulator (ROK family),,SMM: Repressors/activators,MT0679,679,5
653,putative transcriptional regulator,,SMM: Repressors/activators,MT0682,682,16
681,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0709,709,12
691,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT0719,719,9
737,putative transcriptional regulator,,SMM: Repressors/activators,MT0762,762,5
744,putative transcriptional regulator,,SMM: Repressors/activators,MT0770,770,11
792,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT0818,818,13
823,transcriptional regulator (NifR3/Smm1 family),,SMM: Repressors/activators,MT0845,845,17
827,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT0849,849,7
890,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators,MT0914,914,48
891,putative transcriptional regulator,,SMM: Repressors/activators,MT0915,915,25
894,putative transcriptional regulator,,SMM: Repressors/activators,MT0918,918,18
1019,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT1047,1047,8
1049,transcriptional regulator (MarR family),,SMM: Repressors/activators,MT1079,1079,4
1129,transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators,MT1161,1161,27
1151,putative transcriptional regulator,,SMM: Repressors/activators,MT1185,1185,9
1152,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT1186,1186,5
1167,putative transcriptional regulator,,SMM: Repressors/activators,MT1204,1204,9
1219,putative transcriptional regulator,,SMM: Repressors/activators,MT1257,1257,10
1255,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT1294,1294,10
1267,regulator of embAB genes (AfsR/DndI/RedD family),embR,SMM: Repressors/activators,MT1305,1305,20
1332,putative transcriptional regulator,,SMM: Repressors/activators,MT1374,1374,7
1353,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT1396,1396,13
1358,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators,MT1402,1402,73
1359,putative transcriptional regulator,,SMM: Repressors/activators,MT1403,1403,17
1379,regulatory protein pyrimidine biosynthesis,pyrR,SMM: Repressors/activators,MT1423,1423,7
1395,transcriptional regulator (AraC/XylS family),,SMM: Repressors/activators,MT1440,1440,17
1404,transcriptional regulator (MarR family),,SMM: Repressors/activators,MT1448,1448,10
1423,putative transcriptional regulator,,SMM: Repressors/activators,MT1466,1466,11
1460,putative transcriptional regulator,,SMM: Repressors/activators,MT1507,1507,10
1474,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT1521,1521,8
1479,transcriptional regulator; MoxR homologue,moxR,SMM: Repressors/activators,MT1526,1526,14
1534,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT1585,1585,17
1556,putative transcriptional regulator,,SMM: Repressors/activators,MT1607,1607,14
1657,arginine repressor,argR,SMM: Repressors/activators,MT1695,1695,6
1674,putative transcriptional regulator,,SMM: Repressors/activators,MT1712,1712,9
1675,putative transcriptional regulator,,SMM: Repressors/activators,MT1714,1714,11
1719,transcriptional regulator (lclR family),,SMM: Repressors/activators,MT1758,1758,7
1773,transcriptional regulator (lclR family),,SMM: Repressors/activators,MT1823,1823,15
1776,putative transcriptional regulator,,SMM: Repressors/activators,MT1826,1826,12
1816,putative transcriptional regulator,,SMM: Repressors/activators,MT1864,1864,15
1846,putative transcriptional regulator,,SMM: Repressors/activators,MT1894,1894,3
1909,ferric uptake regulatory protein,furA,SMM: Repressors/activators,MT1960,1960,12
1931,transcriptional regulator (AraC/XylS family),,SMM: Repressors/activators,MT1981,1981,5
1956,putative transcriptional regulator,,SMM: Repressors/activators,MT2005,2005,8
1963,putative transcriptional regulator,,SMM: Repressors/activators,MT2014,2014,18
1985,transcriptional regulator (LysR family),,SMM: Repressors/activators,MT2039,2039,14
1990,putative transcriptional regulator,,SMM: Repressors/activators,MT2044,2044,6
1994,transcriptional regulator (MarR family),,SMM: Repressors/activators,MT2050,2050,8
2017,putative transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators,MT2073,2073,12
2021,putative transcriptional regulator,,SMM: Repressors/activators,MT2077,2077,6
2034,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT2094,2094,9
2175,putative transcriptional regulator,,SMM: Repressors/activators,MT2231,2231,8
2250,putative transcriptional regulator,,SMM: Repressors/activators,MT2310,2310,14
2258,putative transcriptional regulator,,SMM: Repressors/activators,MT2319,2319,15
2282,transcriptional regulator (LysR family),,SMM: Repressors/activators,MT2340,2340,13
2308,putative transcriptional regulator,,SMM: Repressors/activators,MT2366,2366,17
2324,transcriptional regulator (Lrp/AsnC family),,SMM: Repressors/activators,MT2386,2386,2
2358,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT2427,2427,4
2359,ferric uptake regulatory protein,furB,SMM: Repressors/activators,MT2428,2428,5
2488,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators,MT2563,2563,43
2506,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT2581,2581,10
2621,putative transcriptional regulator,,SMM: Repressors/activators,MT2696,2696,4
2640,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT2718,2718,4
2669,putative transcriptional regulator,,SMM: Repressors/activators,MT2743,2743,7
2711,iron dependent repressor; IdeR,ideR,SMM: Repressors/activators,MT2784,2784,7
2720,LexA; SOS repressor protein,lexA,SMM: Repressors/activators,MT2793,2793,8
2745,putative transcriptional regulator,,SMM: Repressors/activators,MT2816,2816,2
2779,transcriptional regulator (Lrp/AsnC family),,SMM: Repressors/activators,MT2849,2849,8
2788,iron-dependent transcriptional repressor,sirR,SMM: Repressors/activators,MT2858,2858,7
2887,transcriptional regulator (MerR family),,SMM: Repressors/activators,MT2955,2955,8
2912,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT2980,2980,10
2919,nitrogen regulatory protein,glnB,SMM: Repressors/activators,MT2987,2987,6
2989,transcriptional regulator (lclR family),,SMM: Repressors/activators,MT3067,3067,11
3050,putative transcriptional regulator,,SMM: Repressors/activators,MT3136,3136,8
3055,putative transcriptional regulator,,SMM: Repressors/activators,MT3141,3141,12
3058,putative transcriptional regulator,,SMM: Repressors/activators,MT3144,3144,10
3060,transcriptional regulator (GntR family),,SMM: Repressors/activators,MT3146,3146,27
3066,putative transcriptional regulator,,SMM: Repressors/activators,MT3151,3151,10
3082,putative virulence regulatory protein (AraC/XylS),virS,SMM: Repressors/activators,MT3167,3167,20
3095,putative transcriptional regulator,,SMM: Repressors/activators,MT3179,3179,8
3124,transcriptional regulator (AfsR/DndI/RedD family),,SMM: Repressors/activators,MT3208,3208,30
3160,putative transcriptional regulator,,SMM: Repressors/activators,MT3249,3249,8
3164,transcriptional regulator; MoxR homologue,moxR3,SMM: Repressors/activators,MT3253,3253,12
3167,putative transcriptional regulator,,SMM: Repressors/activators,MT3256,3256,14
3173,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3262,3262,7
3183,putative transcriptional regulator,,SMM: Repressors/activators,MT3275,3274,1
3208,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3303,3303,10
3219,WhiB transcriptional activator homologue,whiB1,SMM: Repressors/activators,MT3315,3315,4
3249,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3347,3347,13
3260,WhiB transcriptional activator homologue,whiB2,SMM: Repressors/activators,MT3358,3358,7
3291,transcriptional regulator (Lrp/AsnC family),,SMM: Repressors/activators,MT3390,3390,11
3295,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3394,3394,12
3334,transcriptional regulator (MerR family),,SMM: Repressors/activators,MT3438,3438,9
3405,putative transcriptional regulator,,SMM: Repressors/activators,MT3513,3513,9
3416,WhiB transcriptional activator homologue,whiB3,SMM: Repressors/activators,MT3525,3525,4
3522,putative transcriptional regulator,,SMM: Repressors/activators,MT3622.1,3622.1,18
3557,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3661,3661,16
3574,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3679,3679,17
3575,transcriptional regulator (LacI family),,SMM: Repressors/activators,MT3680,3680,20
3583,putative transcriptional regulator,,SMM: Repressors/activators,MT3689,3689,8
3676,transcriptional regulator (Crp/Fnr family),,SMM: Repressors/activators,MT3777,3777,2
3678,transcriptional regulator (LysR family),,SMM: Repressors/activators,MT3779,3779,8
3681,WhiB transcriptional activator homologue,whiB4,SMM: Repressors/activators,MT3783,3783,7
3692,transcriptional regulator; MoxR homologue,moxR2,SMM: Repressors/activators,MT3794,3794,15
3736,transcriptional regulator (AraC/XylS family),,SMM: Repressors/activators,MT3841,3841,23,
3744,transcriptional regulator (ArsR family),,SMM: Repressors/activators,MT3852,3852,11,
3830,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators,MT3938,3938,10,
3833,transcriptional regulator (AraC/XylS family),,SMM: Repressors/activators,MT3941,3941,11,
3840,putative transcriptional regulator,,SMM: Repressors/activators,MT3948,3948,8,
3855,putative transcriptional regulator,,SMM: Repressors/activators,MT3970,3970,11,
2642,transcriptional regulator (ArsR family),,SMM: Repressors/activators,,,,1740
527,cytochrome c-type biogenesis protein,ccsA,SMM: Respiration- aerobic,MT0549,549,5,
529,cytochrome c-type biogenesis protein,ccsB,SMM: Respiration- aerobic,MT0551,551,18,
694,L-lactate dehydrogenase (cytochrome),lldD1,SMM: Respiration- aerobic,MT0721,721,19,
1451,cytochrome C oxidase assembly factor,ctaB,SMM: Respiration- aerobic,MT1498,1498,16,
1542,hemoglobin-like; oxygen carrier,glbN,SMM: Respiration- aerobic,MT1594,1594,8,
1854,probable NADH dehydrogenase,ndh,SMM: Respiration- aerobic,MT1902,1902,19,
1872,L-lactate dehydrogenase,lldD2,SMM: Respiration- aerobic,MT1921,1921,14,
2193,cytochrome c oxidase polypeptide III,ctaE,SMM: Respiration- aerobic,MT2249,2249,17,
2194,cytochrome b/c component of ubiQ-cytB reductase,qcrC,SMM: Respiration- aerobic,MT2250,2250,12,
2195,Rieske iron-sulphur component of ubiQ-cytB,qcrA,SMM: Respiration- aerobic,MT2251,2251,22
2196,cytochrome b component of ubiQ-cytB reductase,qcrB,SMM: Respiration- aerobic,MT2252,2252,30
2200,cytochrome c oxidase chain II,ctaC,SMM: Respiration- aerobic,MT2256,2256,20
2249,glycerol-3-phosphate dehydrogenase,glpD1,SMM: Respiration- aerobic,MT2309,2309,21
2470,hemoglobin-like; oxygen carrier,gblO,SMM: Respiration- aerobic,MT2546,2546,9
3043,cytochrome c oxidase polypeptide I ,ctaD,SMM: Respiration- aerobic,MT3128,3128,26
3145,NADH dehydrogenase chain A,nuoA,SMM: Respiration- aerobic,MT3233,3233,12
3146,NADH dehydrogenase chain B,nuoB,SMM: Respiration- aerobic,MT3234,3234,9
3147,NADH dehydrogenase chain C,nuoC,SMM: Respiration- aerobic,MT3235,3235,14
3148,NADH dehydrogenase chain D,nuoD,SMM: Respiration- aerobic,MT3236,3236,22
3149,NADH dehydrogenase chain E,nuoE,SMM: Respiration- aerobic,MT3237,3237,9
3150,NADH dehydrogenase chain F,nuoF,SMM: Respiration- aerobic,MT3238,3238,25
3151,NADH dehydrogenase chain G,nuoG,SMM: Respiration- aerobic,MT3239,3239,27
3152,NADH dehydrogenase chain H,nuoH,SMM: Respiration- aerobic,MT3240,3240,27
3153,NADH dehydrogenase chain I,nuoI,SMM: Respiration- aerobic,MT3241,3241,23
3154,NADH dehydrogenase chain J,nuoJ,SMM: Respiration- aerobic,MT3242,3242,10
