Rv#,Product,Gene ,Sub-classification
3301,phosphate transport system regulator ,phoY1,Cell Process: Transport/Binding: Anions
3302,glycerol-3-phosphate dehydrogenase,glpD2,SMM: Respiration- aerobic
3303,dihydrolipoamide dehydrogenase,lpdA,SMM: Energy Metabolism-pyruvate dehydrogenase
3304,conserved hypothetical protein,,Conserved Hypotheticals
3305,probable aminohydrolase,amiA,MMM: Degradation of Proteins; peptides and glycopeptides
3306,probable aminohydrolase,amiB,MMM: Degradation of Proteins; peptides and glycopeptides
3307,probable purine nucleoside phosphorylase,deoD,SMM: Salvage of nucleotides and nucleosides
3308,phosphomannomutase,pmmB,SMM: Degradation of Carbon compounds
3309,uracil phosphoribosyltransferase,upp,SMM: Salvage of nucleotides and nucleosides
3310,probable acid phosphatase,,Other: Miscellaneous phosphatases; lyases and hydrolases
3311,conserved hypothetical protein,,Conserved Hypotheticals
3312,conserved hypothetical protein,,Conserved Hypotheticals
3313,probable adenosine deaminase,add,SMM: Salvage of nucleotides and nucleosides
3314,thymidine phosphorylase,deoA,SMM: Salvage of nucleotides and nucleosides
3315,probable cytidine deaminase,cdd,SMM: Salvage of nucleotides and nucleosides
3316,succinate dehydrogenase C subunit,sdhC,SMM: Energy Metabolism-TCA cycle
3317,succinate dehydrogenase D subunit,sdhD,SMM: Energy Metabolism-TCA cycle
3318,succinate dehydrogenase A subunit,sdhA,SMM: Energy Metabolism-TCA cycle
3319,succinate dehydrogenase B sununit,sdhB,SMM: Energy Metabolism-TCA cycle
3320,conserved hypothetical protein,,Conserved Hypotheticals
3321,conserved hypothetical protein,,Conserved Hypotheticals
3322,molybdopterin-converting factor subunit 2,moaE3,SMM: Biosyn of Molybdopterin
3323,phosphoglycolate phosphate,gphA,SMM: Energy Metabolism-Glyoxylate bypass
3324,molybdenum cofactor biosynthesis; protein C,moaC3,SMM: Biosyn of Molybdopterin
3325,possible IS6110 transposase,,Other: IS elements: IS6136
3326,possible IS6110 transposase,,Other: IS elements: IS6137
3327,HP,,Other: IS elements: Others
3328,similar to SigI; ECF family,sigJ,MMM:RNA synthesis; RNA modification and DNA transcription
3329,probable aminotransferase,,Other: Miscellaneous Transferases
3330,probable penicillin binding protein,,MMM: Murein sacculus and peptidoglycan
3331,probable sugar transporter,sugI,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
3332,N-acetylglucosamine-6-P-deacetylase,nagA,MMM: Murein sacculus and peptidoglycan
3333,Hypothetical protein,,Unknowns
3334,transcriptional regulator (MerR family),,SMM: Repressors/activators
3335,conserved hypothetical protein,,Conserved Hypotheticals
3336,tryptophanyl tRNA synthase,trpS,MMM: Aminoacyl tRNA synthases and their modification
3337,conserved hypothetical protein,,Conserved Hypotheticals
3338,conserved hypothetical protein,,Conserved Hypotheticals
3339,isocitrate dehydrogenase,icd1,SMM: Energy Metabolism-TCA cycle
3340,cystathionine [beta]-lyase,metC,SMM: Amino acid synthesis-Aspartate family
3341,homoserine o-acetyltransferase,metA,SMM: Amino acid synthesis-Aspartate family
3342,conserved hypothetical protein,,Conserved Hypotheticals
3343,PPE-family protein,PPE,Other: PPE family of proteins
3344,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3345,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3346,conserved hypothetical protein,,Conserved Hypotheticals
3347,PPE-family protein,PPE,Other: PPE family of proteins
3348,weakly similar to transposases,,Other: IS elements: Others
3349,HP,,Other: IS elements: Others
3350,PPE-family protein,PPE,Other: PPE family of proteins
3351,conserved hypothetical protein,,Conserved Hypotheticals
3352,defective/truncated  oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
3353,conserved hypothetical protein,,Conserved Hypotheticals
3354,conserved hypothetical protein,,Conserved Hypotheticals
3355,conserved hypothetical protein,,Conserved Hypotheticals
3356,methylenetetrahydrofolate dehydrogenase,folD,SMM: Biosyn of Folic acid
3357,conserved hypothetical protein,,Conserved Hypotheticals
3358,Hypothetical protein,,Unknowns
3359,probable oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
3360,possible ABC transporter,,MMM: Other membrane proteins
3361,conserved hypothetical protein,,Conserved Hypotheticals
3362,Hypothetical protein,,Unknowns
3363,Hypothetical protein,,Unknowns
3364,Hypothetical protein,,Unknowns
3365,conserved hypothetical protein,,Conserved Hypotheticals
3366,probable rRNA methylase,spoU,MMM:RNA synthesis; RNA modification and DNA transcription
3367,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3368,conserved hypothetical protein,,Conserved Hypotheticals
3369,conserved hypothetical protein,,Conserved Hypotheticals
3370,DNA pol III [alpha] chain,dnaE2,MMM: DNA replication; repair; recombination and restriction/modification
3371,conserved hypothetical protein,,Conserved Hypotheticals
3372,trehalose-6-phosphate phosphatase,otsB2,Cell Process: Adaptations and atypical conditions
3373,enoyl-CoA hydratase/isomerase superfamily,echA18,SMM: Degradation of fatty acids
3374,enoyl-CoA hydratase/isomerase superfamily,echA18',SMM: Degradation of fatty acids
3375,probable amidase; v. similar to MTCY50.19,amiD,Other: Miscellaneous phosphatases; lyases and hydrolases
3376,conserved hypothetical protein,,Conserved Hypotheticals
3377,similar to many cyclases involved in steriod biosynthesis,,Other: Cyclases
3378,Hypothetical protein,,Unknowns
3379,unknown transketolase; interrupted by IS6110,,Other: Miscellaneous Transferases
3380,possible IS6110 transposase,,Other: IS elements: IS6138
3381,possible IS6110 transposase,,Other: IS elements: IS6139
3382,LytB protein homologue,lytB,MMM: Murein sacculus and peptidoglycan
3383,transfergeranyl; similar to geranyl pyrophosphate,idsB,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3384,conserved hypothetical protein,,Conserved Hypotheticals
3385,conserved hypothetical protein,,Conserved Hypotheticals
3386,HP,,Other: IS elements: Others
3387,HP,,Other: IS elements: Others
3388,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3389,putative dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
3390,lipoprotein,lpqD,MMM: Cell membrane-Lipoproteins
3391,fatty acyl-CoA reductase,acrA1,SMM: Modification of fatty & mycolic acids
3392,cyclopropane mycolic acid synthase 1,cmaA1,SMM: Modification of fatty & mycolic acids
3393,probable inosine-uridine preferring nucleoside,iunH,SMM: Salvage of nucleotides and nucleosides
3394,Hypothetical protein,,Unknowns
3395,Hypothetical protein,,Unknowns
3396,GMP synthase,guaA,SMM: Purine ribonucleotide biosynthesis
3397,phytoene synthase,phyA,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3398,geranylgeranyl pyrophosphate synthase,idsA ,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3399,conserved hypothetical protein,,Conserved Hypotheticals
3400,probable [beta]-phosphoglycomutase,,SMM: Intermediate Metabolism-sugar nucleotides
3401,conserved hypothetical protein,,Conserved Hypotheticals
3402,possibly involved in LPS synthesis,,MMM: Other membrane proteins
3403,Hypothetical protein,,Unknowns
3404,Hypothetical protein,,Unknowns
3405,putative transcriptional regulator,,SMM: Repressors/activators
3406,putative dioxygenase,,SMM: Misc oxidoreductases and oxygenases
3407,conserved hypothetical protein,,Conserved Hypotheticals
3408,conserved hypothetical protein,,Conserved Hypotheticals
3409,cholesterol oxidase,choD,SMM: Degradation of fatty acids
3410,inosine-5'-monophosphate dehydrogenase,guaB3,SMM: Purine ribonucleotide biosynthesis
3411,inosine-5'-monophosphate dehydrogenase,guaB2,SMM: Purine ribonucleotide biosynthesis
3412,conserved hypothetical protein,,Conserved Hypotheticals
3413,Hypothetical protein,,Unknowns
3414,ECF subfamily sigma subunit,sigD,MMM:RNA synthesis; RNA modification and DNA transcription
3415,conserved hypothetical protein,,Conserved Hypotheticals
3416,WhiB transcriptional activator homologue,whiB3,SMM: Repressors/activators
3417,60 kD chaperonin 1,groEL1,Cell Process: Chaperones/Heat Shock
3418,10 kD chaperone,groES,Cell Process: Chaperones/Heat Shock
3419,glycoprotease,gcp,MMM: Degradation of Proteins; peptides and glycopeptides
3420,ribosomal protein S18 acetyltransferase,rimL,MMM: Ribosomal protein synthesis and modification
3421,conserved hypothetical protein,,Conserved Hypotheticals
3422,conserved hypothetical protein,,Conserved Hypotheticals
3423,alanine racemase,alr,SMM: Amino acid synthesis-Pyruvate family
3424,Hypothetical protein,,Unknowns
3425,PPE-family protein,PPE,Other: PPE family of proteins
3426,PPE-family protein,PPE,Other: PPE family of proteins
3427,HP,,Other: IS elements: Others
3428,HP,,Other: IS elements: Others
3429,PPE-family protein,PPE,Other: PPE family of proteins
3430,transposase,,Other: IS elements: Others
3431,probable truncated transposase,,Other: IS elements: Others
3432,glytamate decargoxylase,gadB,SMM: Intermediate Metabolism-General
3433,conserved hypothetical protein,,Conserved Hypotheticals
3434,conserved hypothetical protein,,Conserved Hypotheticals
3435,conserved hypothetical protein,,Conserved Hypotheticals
3436,glucosamine-fructose-6-phosphate aminotransferase,glmS,SMM: Intermediate Metabolism-Amino sugars
3437,Hypothetical protein,,Unknowns
3438,conserved hypothetical protein,,Conserved Hypotheticals
3439,conserved hypothetical protein,,Conserved Hypotheticals
3440,Hypothetical protein,,Unknowns
3441,phosphoglucomutase or phosphomannomutase,mrsA,SMM: Degradation of Carbon compounds
3442,30S ribosomal protein S9,rpsI,MMM: Ribosomal protein synthesis and modification
3443,50S ribosomal protein L13,rplM,MMM: Ribosomal protein synthesis and modification
3444,conserved hypothetical protein,,Conserved Hypotheticals
3445,Hypothetical protein,,Unknowns
3446,Hypothetical protein,,Unknowns
3447,probable membrane protein,,MMM: Other membrane proteins
3448,probable membrane protein,,MMM: Other membrane proteins
3449,probable precursor of serine protease,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3450,probable membrane spanning protein,,MMM: Other membrane proteins
3451,probable cutinase,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3452,probable cutinase precursor,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3453,Hypothetical protein,,Unknowns
3454,some similarity to proline permeases,,MMM: Other membrane proteins
3455,probable pseudouridylate synthase,truA,MMM:RNA synthesis; RNA modification and DNA transcription
3456,50S ribosomal protein L17,rplq,MMM: Ribosomal protein synthesis and modification
3457,[alpha] subunit of RNA pol,rpoA,MMM:RNA synthesis; RNA modification and DNA transcription
3458,30S ribosomal protein S4,rpsD,MMM: Ribosomal protein synthesis and modification
3459,30S ribosomal protein S11,rpsK,MMM: Ribosomal protein synthesis and modification
3460,30S ribosomal protein S13,rpsM,MMM: Ribosomal protein synthesis and modification
3461,50S ribosomal protein L36,rpmJ,MMM: Ribosomal protein synthesis and modification
3462,initiation factor IF-1,infA,MMM: Protein translation and modification
3463,probable neuraminidase,,MMM: Degradation of Polysaccharides; lipopolysaccharides and phospholipids
3464,dTDP-glucose 4;6-dehydratase,rmlB,SMM: Intermediate Metabolism-sugar nucleotides
3465,dTDP-4-dehydrorhamnose-c;5-epimerase,rmlC,SMM: Intermediate Metabolism-sugar nucleotides
3466,REP-family protein,,Other: IS elements: REP13E12 family
3467,REP-family protein,,Other: IS elements: REP13E12 family
3468,dTDP-glucose 4;6-dehydratase,rmlB3,SMM: Intermediate Metabolism-sugar nucleotides
3469,probable 4-hydroxy-2-oxovalerate aldolase,mphE,MMM: Degradation of aromatic hydrocarbons
3470,acetolacetate synthase large subunit,ilvB2,SMM: Amino acid synthesis-Branched aa
3471,conserved hypothetical protein,,Conserved Hypotheticals
3472,possible acyl carrier protein,,SMM: Biosyn of fatty and mycolic acids
3473,probable non-heme bromoperoxidase,bpoA,Cell Process: Detoxification
3474,possible IS6110 transposase,,Other: IS elements: IS6140
3475,possible IS6110 transposase,,Other: IS elements: IS6141
3476,sugar transport protein,kgtP,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
3477,PE-family protein,PE,Other: PE family: PE subfamily
3478,PPE-family protein,PPE,Other: PPE family of proteins
3479,Hypothetical protein,,Unknowns
3480,conserved hypothetical protein,,Conserved Hypotheticals
3481,probable membrane protein,,MMM: Other membrane proteins
3482,unknown membrane protein,,MMM: Other membrane proteins
3483,conserved hypothetical protein,,Conserved Hypotheticals
3484,cpsA; cpsA : Q50160,cpsA,Conserved Hypotheticals
3485,short-chain alcohol dehydrogenase family,,SMM: Misc oxidoreductases and oxygenases
3486,conserved hypothetical protein,,Conserved Hypotheticals
3487,probable esterase,lipF,MMM: Esterases and Lipases
3488,conserved hypothetical protein,,Conserved Hypotheticals
3489,Hypothetical protein,,Unknowns
3490,probable [alpha]; -trehalose-phosphate synthase,otsA,Cell Process: Adaptations and atypical conditions
3491,Hypothetical protein,,Unknowns
3492,conserved hypothetical protein,,Conserved Hypotheticals
3493,Hypothetical protein,,Unknowns
3494,part of mce4 operon,,Other: Virulence
3495,part of mce4 operon,lprN,MMM: Cell membrane-Lipoproteins
3496,part of mce4 operon,,Other: Virulence
3497,part of mce4 operon,,Other: Virulence
3498,part of mce4 operon,,Other: Virulence
3499,cell invasion protein,mce4,Other: Virulence
3500,part of mce4 operon,,Other: Virulence
3501,part of mce4 operon,,Other: Virulence
3502,putative dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
3503,probable ferredoxin,fdxD,SMM: Respiration-Electron Transport
3504,acyl-CoA dehydrogenase,fadE26,SMM: Degradation of fatty acids
3505,acyl-CoA dehydrogenase,fadE27,SMM: Degradation of fatty acids
3506,acyl-CoA synthase,fadD17,SMM: Degradation of fatty acids
3507,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3508,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3509,probable acetohydroxyacid synthase I large subunit,ilvX,SMM: Amino acid synthesis-Branched aa
3510,conserved hypothetical protein,,Conserved Hypotheticals
3511,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3512,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3513,acyl-CoA synthase,fadD18,SMM: Degradation of fatty acids
3514,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
3515,acyl-CoA synthase,fadD19,SMM: Degradation of fatty acids
3516,enoyl-CoA hydratase/isomerase superfamily,echA19,SMM: Degradation of fatty acids
3517,conserved hypothetical protein,,Conserved Hypotheticals
3518,probable cytochrome P450 monooxygenases,,Other: Cytochrome P450 enzymes
3519,Hypothetical protein,,Unknowns
3520,probable coenzyme F420-dependent enzyme,,Other: Coenzyme F420-dependent enzymes
3521,conserved hypothetical protein,,Conserved Hypotheticals
3522,putative transcriptional regulator,,SMM: Repressors/activators
3523,lipid carrier protein,,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3524,possible membrane sensor protein,,MMM: Other membrane proteins
3525,similar to ferripyochelin binding protein,,SMM: Iron Utilization
3526,putative phthalate oxygenase,,SMM: Misc oxidoreductases and oxygenases
3527,Hypothetical protein,,Unknowns
3528,Hypothetical protein,,Unknowns
3529,conserved hypothetical protein,,Conserved Hypotheticals
3530,probable cis-diol dehydrogenase,,MMM: Degradation of aromatic hydrocarbons
